Signal 1:
Value:             FFT:             FFT_abs: 
6.18363             1.56095e+08             1.56095e+08

6.16501             1.46461e+08             1.46461e+08

6.08653             1.34788e+08             1.34788e+08

6.1283             1.21341e+08             1.21341e+08

5.9084             1.06425e+08             1.06425e+08

6.26512             9.0377e+07             9.0377e+07

5.71523             7.35583e+07             7.35583e+07

6.0825             5.63456e+07             5.63456e+07

6.08939             3.9124e+07             3.9124e+07

5.80659             2.22774e+07             2.22774e+07

6.15362             6.17975e+06             6.17975e+06

5.9442             -8.81194e+06             8.81194e+06

5.87048             -2.23666e+07             2.23666e+07

5.71961             -3.41866e+07             3.41866e+07

6.01645             -4.40135e+07             4.40135e+07

5.78628             -5.16338e+07             5.16338e+07

5.83114             -5.68839e+07             5.68839e+07

6.21357             -5.96538e+07             5.96538e+07

6.14157             -5.9889e+07             5.9889e+07

5.74843             -5.75914e+07             5.75914e+07

5.96134             -5.28192e+07             5.28192e+07

5.9522             -4.5686e+07             4.5686e+07

5.76486             -3.63578e+07             3.63578e+07

5.81216             -2.50485e+07             2.50485e+07

6.03659             -1.20156e+07             1.20156e+07

6.02848             2.44533e+06             2.44533e+06

5.89525             1.80075e+07             1.80075e+07

6.17574             3.43214e+07             3.43214e+07

5.99301             5.10214e+07             5.10214e+07

6.13976             6.77338e+07             6.77338e+07

6.08973             8.40861e+07             8.40861e+07

5.82924             9.97149e+07             9.97149e+07

5.70218             1.14274e+08             1.14274e+08

6.16261             1.27442e+08             1.27442e+08

6.0283             1.38928e+08             1.38928e+08

5.92955             1.48482e+08             1.48482e+08

5.94632             1.55896e+08             1.55896e+08

5.92794             1.61011e+08             1.61011e+08

5.88904             1.63718e+08             1.63718e+08

5.97536             1.63965e+08             1.63965e+08

5.79309             1.61753e+08             1.61753e+08

6.19596             1.57137e+08             1.57137e+08

6.12308             1.50227e+08             1.50227e+08

5.98212             1.41183e+08             1.41183e+08

5.97082             1.30214e+08             1.30214e+08

6.03116             1.17568e+08             1.17568e+08

6.02956             1.03532e+08             1.03532e+08

6.2571             8.84235e+07             8.84235e+07

6.24327             7.2581e+07             7.2581e+07

6.17733             5.63601e+07             5.63601e+07

5.93072             4.01236e+07             4.01236e+07

5.97437             2.42333e+07             2.42333e+07

5.78482             9.04264e+06             9.04264e+06

5.83255             -5.11182e+06             5.11182e+06

5.74677             -1.79172e+07             1.79172e+07

5.9498             -2.90917e+07             2.90917e+07

5.95537             -3.83907e+07             3.83907e+07

6.02425             -4.56117e+07             4.56117e+07

5.97108             -5.05994e+07             5.05994e+07

6.01605             -5.32486e+07             5.32486e+07

5.87538             -5.35062e+07             5.35062e+07

5.78407             -5.13731e+07             5.13731e+07

6.24496             -4.69031e+07             4.69031e+07

5.99757             -4.02021e+07             4.02021e+07

5.80084             -3.14251e+07             3.14251e+07

6.123             -2.07735e+07             2.07735e+07

5.73278             -8.48967e+06             8.48967e+06

6.08563             5.14835e+06             5.14835e+06

6.29833             1.9833e+07             1.9833e+07

6.20632             3.5234e+07             3.5234e+07

5.89705             5.10064e+07             5.10064e+07

6.01325             6.67974e+07             6.67974e+07

6.21989             8.2255e+07             8.2255e+07

6.12861             9.70356e+07             9.70356e+07

6.07324             1.10811e+08             1.10811e+08

6.0303             1.23277e+08             1.23277e+08

6.0782             1.3416e+08             1.3416e+08

6.08873             1.43219e+08             1.43219e+08

6.24487             1.50259e+08             1.50259e+08

6.07842             1.55128e+08             1.55128e+08

6.02141             1.57722e+08             1.57722e+08

6.16485             1.5799e+08             1.5799e+08

6.21852             1.55931e+08             1.55931e+08

6.16605             1.51598e+08             1.51598e+08

6.20832             1.45092e+08             1.45092e+08

6.08942             1.36565e+08             1.36565e+08

5.99884             1.26211e+08             1.26211e+08

6.14342             1.14267e+08             1.14267e+08

5.98314             1.01002e+08             1.01002e+08

6.22425             8.67147e+07             8.67147e+07

6.16353             7.17276e+07             7.17276e+07

6.07758             5.63756e+07             5.63756e+07

6.05073             4.10025e+07             4.10025e+07

6.13535             2.59507e+07             2.59507e+07

5.83827             1.15551e+07             1.15551e+07

6.02735             -1.86502e+06             1.86502e+06

5.85147             -1.4013e+07             1.4013e+07

6.16809             -2.4621e+07             2.4621e+07

6.07186             -3.34564e+07             3.34564e+07

5.81836             -4.03266e+07             4.03266e+07

5.73627             -4.50835e+07             4.50835e+07

6.02211             -4.7626e+07             4.7626e+07

6.01112             -4.79031e+07             4.79031e+07

6.01805             -4.59139e+07             4.59139e+07

6.14161             -4.17088e+07             4.17088e+07

5.72639             -3.53867e+07             3.53867e+07

6.27594             -2.70938e+07             2.70938e+07

5.91063             -1.70198e+07             1.70198e+07

6.1645             -5.39364e+06             5.39364e+06

6.01416             7.5215e+06             7.5215e+06

5.73417             2.14348e+07             2.14348e+07

6.27213             3.60334e+07             3.60334e+07

5.73748             5.09903e+07             5.09903e+07

6.29799             6.5971e+07             6.5971e+07

6.07684             8.06416e+07             8.06416e+07

6.14533             9.46756e+07             9.46756e+07

6.00371             1.07762e+08             1.07762e+08

6.24465             1.19611e+08             1.19611e+08

6.19292             1.29961e+08             1.29961e+08

6.21489             1.38585e+08             1.38585e+08

6.09178             1.45296e+08             1.45296e+08

6.15033             1.49948e+08             1.49948e+08

6.14445             1.52441e+08             1.52441e+08

6.18219             1.52727e+08             1.52727e+08

5.89095             1.50804e+08             1.50804e+08

6.11544             1.46719e+08             1.46719e+08

5.74157             1.40569e+08             1.40569e+08

5.74043             1.32496e+08             1.32496e+08

5.82594             1.22685e+08             1.22685e+08

5.81972             1.11359e+08             1.11359e+08

6.1174             9.87726e+07             9.87726e+07

6.14967             8.52107e+07             8.52107e+07

6.03207             7.09777e+07             7.09777e+07

6.09722             5.63923e+07             5.63923e+07

5.90314             4.17808e+07             4.17808e+07

5.81164             2.7469e+07             2.7469e+07

6.13016             1.37752e+07             1.37752e+07

5.71122             1.00322e+06             1.00322e+06

5.80305             -1.0564e+07             1.0564e+07

6.04498             -2.06715e+07             2.06715e+07

6.2016             -2.90975e+07             2.90975e+07

5.92938             -3.56579e+07             3.56579e+07

5.96941             -4.02105e+07             4.02105e+07

6.06007             -4.26585e+07             4.26585e+07

5.96333             -4.29523e+07             4.29523e+07

6.0986             -4.10904e+07             4.10904e+07

5.77755             -3.71189e+07             3.71189e+07

5.7341             -3.11316e+07             3.11316e+07

5.74285             -2.32663e+07             2.32663e+07

5.82008             -1.37029e+07             1.37029e+07

6.00085             -2.65812e+06             2.65812e+06

5.98607             9.61789e+06             9.61789e+06

6.2532             2.2849e+07             2.2849e+07

5.92437             3.67378e+07             3.67378e+07

6.18576             5.09731e+07             5.09731e+07

6.15175             6.52368e+07             6.52368e+07

5.96791             7.92108e+07             7.92108e+07

5.84623             9.2584e+07             9.2584e+07

6.22672             1.0506e+08             1.0506e+08

6.15873             1.16362e+08             1.16362e+08

6.29615             1.26241e+08             1.26241e+08

5.7998             1.34479e+08             1.34479e+08

6.14128             1.40898e+08             1.40898e+08

5.70137             1.45357e+08             1.45357e+08

5.95756             1.47762e+08             1.47762e+08
